#{"t_start": 1605775877.4490979, "env_id": "ChromeDino-v0"}
r,l,t
8.92,115,13962.249305
23.32,267,14007.459709
0.33,130,14034.292582
12.37,256,14077.278996
0.21,128,14098.247798
8.35,108,14112.174981
-10.09,20,14119.063741
18.26,211,14150.883245
14.56,172,14177.66949
-1.08,115,14196.950255
23.76,269,14241.588467
-1.52,5,14246.806517
7.29,97,14259.517659
-9.49,27,14267.853732
10.06,127,14284.74668
6.82,92,14301.335159
15.95,293,14352.401482
20.16,232,14386.571345
7.63,206,14421.962388
19.69,330,14476.758335
82.36,877,14609.687195
24.38,275,14655.704205
0.35,128,14675.284177
12.68,256,14715.317665
12.77,256,14753.798021
37.42,512,14832.550167
12.46,253,14868.330714
-11.61,4,14873.294003
32.34,460,14942.745955
27.44,306,14989.397541
7.68,101,15006.044876
27.77,412,15073.395485
6.04,186,15099.315401
-5.26,70,15112.192042
12.83,256,15150.680476
23.21,364,15202.534146
11.19,137,15225.603916
-10.94,11,15231.811584
22.18,250,15268.517009
-11.42,6,15273.833073
10.1,126,15290.618173
-11.81,2,15295.685617
-3.63,86,15306.787267
-7.93,42,15317.370686
9.4,118,15332.573195
-11.03,10,15338.345695
-0.08,123,15353.991054
-11.54,5,15359.335694
0.43,128,15380.376781
9.92,125,15396.956489
-11.72,3,15401.961346
9.75,122,15417.714463
-11.44,6,15423.122967
34.74,382,15481.930134
-11.81,2,15486.989716
-2.88,94,15499.191478
-8.66,34,15507.172494
8.47,109,15520.727038
36.45,398,15584.513451
-11.51,5,15589.775864
-3.4,89,15600.727966
-8.19,39,15610.214487
15.64,184,15639.372237
-5.06,72,15653.877558
-0.34,122,15670.325348
-11.46,6,15676.048284
-2.68,96,15688.493063
-8.94,32,15697.827647
-1.35,111,15712.587922
-10.4,17,15719.018614
34.34,380,15778.695722
-11.64,4,15784.025136
21.57,245,15821.184005
11.18,138,15844.65388
-11.9,1,15854.907336
-1.34,7,15859.877406
-11.03,10,15864.897234
-11.05,10,15870.117149
-11.02,10,15875.293271
-1.16,9,15880.524704
-11.05,10,15885.809101
-10.83,12,15890.862691
-1.05,10,15895.892154
-11.07,10,15901.236678
-11.02,10,15906.12738
-11.13,9,15910.968728
-1.05,10,15915.864677
-9.03,31,15932.40157
-10.2,19,15937.466426
-10.02,21,15942.555358
-10.04,21,15947.615674
-9.05,31,15954.935673
-10.5,16,15961.777912
24.75,383,16017.091609
-0.83,116,16034.85759
-10.76,13,16040.444085
0.34,128,16059.894959
71.43,763,16173.664326
-11.51,5,16178.763877
32.82,464,16247.201612
-7.36,48,16257.453872
73.62,888,16389.682911
-11.24,8,16395.183203
0.11,126,16410.707699
-9.29,28,16418.665892
7.59,100,16430.872788
-1.43,6,16435.902849
21.83,248,16470.480311
9.84,125,16490.631975
-11.35,7,16495.791115
22.0,251,16532.087216
-11.4,6,16537.134081
22.12,251,16573.348387
-11.63,4,16578.421285
24.85,384,16638.055999
22.46,254,16672.533503
-1.44,6,16677.64382
12.37,252,16715.577991
47.64,615,16803.974879
39.41,536,16887.102583
7.34,97,16903.289003
-9.01,32,16911.530659
22.17,253,16947.436515
-0.35,122,16966.777268
-11.16,9,16972.250194
0.33,128,16992.021258
50.8,551,17077.297153
55.42,599,17168.666072
0.34,130,17194.177289
170.8,1900,17482.821921
36.47,403,17546.812828
22.16,254,17589.023971
7.16,95,17605.383809
-8.6,36,17614.595136
9.84,124,17630.727081
-11.61,4,17635.72254
12.23,253,17672.9928
-8.95,32,17681.964371
-2.57,99,17699.147688
34.06,378,17757.896452
-11.44,6,17762.970627
21.54,247,17800.475399
1.03,137,17826.95981
0.29,128,17847.721499
24.7,384,17910.167777
0.23,128,17931.044889
12.53,256,17972.715273
92.89,990,18126.175068
-8.76,34,18134.911445
24.91,384,18194.961854
28.98,425,18259.445023
-3.61,87,18273.998237
10.13,127,18290.231882
7.28,97,18306.684303
-8.99,32,18315.280571
0.23,128,18335.494913
29.99,333,18385.474082
-7.14,51,18396.183736
34.04,376,18451.731086
-11.24,8,18456.948374
0.32,128,18477.068698
82.29,883,18614.480349
11.2,139,18637.698639
-3.45,90,18653.946618
-8.7,35,18658.957611
-11.53,5,18664.14333
6.15,84,18674.577661
26.28,296,18721.908189
7.45,99,18739.114651
-8.89,33,18747.922591
9.97,125,18764.394529
-11.72,3,18769.466814
8.92,115,18784.802346
6.02,84,18799.935632
38.59,424,18865.91826
